1116327468,True,776,False,1,12,False,0,35,False,1,74,False,0,43,False,1,76,False,0,32,True,1,56,True,0,54,True,0,21,True,1,36,True,1,81,True,0,106,True,0,18,True,1,2,True,1,11,True,0,31
1116303829,True,2439,False,1,40,False,0,41,False,1,12,False,0,78,False,1,98,False,0,60,True,1,50,True,0,44,True,0,84,True,1,65,True,1,104,True,0,31,True,0,23,True,1,42,True,1,56,True,0,71
1116327349,True,611,False,1,75,False,0,29,False,1,84,False,0,43,True,1,41,True,0,9,True,0,31,True,1,30,False,1,33,False,0,99,False,1,69,False,0,85,True,0,96,True,1,47,True,0,72,True,1,28,False,0,101,False,1,15,True,0,5,True,1,42
1116272417,False,4170,False,1,94,False,0,1,False,1,93,False,0,47,True,1,57,True,0,29,True,0,105,True,1,34,False,1,33,False,0,41,False,1,44,False,0,70,True,0,104,True,1,27,True,0,22,True,1,89,False,0,98,False,1,75,True,0,48,True,1,9
1116299968,False,2393,False,0,75,False,1,47,False,0,41,False,1,35,True,0,16,True,1,27,True,1,5,True,0,36,False,0,29,False,1,105,False,0,93,False,1,71,True,1,19,True,0,15,True,1,52,True,0,18,False,1,13,False,0,53,True,1,63,True,0,42
1116283960,False,3420,False,1,85,False,0,47,False,1,75,False,0,78,True,1,30,True,0,41,True,0,43,True,1,29,False,1,64,False,0,69,False,1,84,False,0,44,True,0,68,True,1,20,True,0,9,True,1,42,False,0,94,False,1,96,True,0,15,True,1,14
1116308368,False,2008,False,1,47,False,0,78,False,1,43,False,0,106,True,1,41,True,0,29,True,0,27,True,1,84,False,1,64,False,0,75,False,1,77,False,0,101,True,0,33,True,1,30,True,0,93,True,1,96,False,0,74,False,1,15,True,0,11,True,1,23
1116298201,True,2591,False,1,41,False,0,29,False,1,43,False,0,84,True,1,90,True,0,64,True,0,101,True,1,52,False,1,34,False,0,42,False,1,98,False,0,75,True,0,77,True,1,85,True,0,23,True,1,53,False,0,44,False,1,96,True,0,14,True,1,6
1116297460,True,2257,False,0,41,False,1,4,False,0,109,True,1,1,True,0,44,True,0,20,True,1,29,False,1,79,False,0,26,False,1,99,False,0,57,True,0,78,True,1,43,True,0,75,True,1,8,False,0,37,False,1,33,True,0,96,True,1,86
1116295913,False,2755,False,1,41,False,0,75,False,1,47,False,0,29,True,1,43,True,0,101,True,0,36,True,1,84,False,1,15,False,0,67,False,1,57,False,0,45,True,0,102,True,1,68,True,0,30,True,1,1,False,0,96,False,1,8,True,0,69,True,1,88
1116298967,False,2356,False,1,4,False,0,75,False,1,36,False,0,89,True,1,30,True,0,57,True,0,17,True,1,69,False,1,41,False,0,1,False,1,74,False,0,94,True,0,47,True,1,7,True,0,86,True,1,15,False,0,44,False,1,67,True,0,110,True,1,63
1116293799,True,3084,False,1,75,False,0,29,False,1,41,False,0,43,True,1,30,True,0,86,True,0,7,True,1,64,False,1,47,False,0,44,False,1,15,False,0,99,True,0,97,True,1,89,True,0,35,True,1,39,False,0,96,False,1,67,True,0,1,True,1,104
1116303178,False,2208,False,1,77,False,0,43,False,1,42,False,0,41,True,1,30,True,0,20,True,0,27,True,1,57,False,1,6,False,0,53,False,1,48,False,0,75,True,0,98,True,1,95,True,0,74,True,1,47,False,0,99,False,1,67,True,0,81,True,1,97
1116313120,False,1824,False,0,41,False,1,75,False,0,33,False,1,43,True,0,2,True,1,84,True,1,27,True,0,29,False,0,69,False,1,44,False,0,50,False,1,15,True,1,98,True,0,37,True,1,18,True,0,1,False,1,30,False,0,97,True,1,104,True,0,17
1116320123,False,1205,False,1,35,False,0,41,False,1,32,False,0,43,True,1,84,True,0,53,True,0,75,True,1,6,False,1,18,False,0,44,False,1,95,False,0,63,True,0,17,True,1,29,True,0,27,True,1,71,False,0,81,False,1,70,True,0,42,True,1,2
1116293778,True,2745,False,0,41,False,1,14,False,0,32,False,1,2,True,0,30,True,1,87,True,1,27,True,0,62,False,0,11,False,1,44,False,0,59,False,1,93,True,1,23,True,0,13,True,1,71,True,0,84,False,1,35,False,0,22,True,1,47,True,0,1
1116303901,False,2420,False,0,41,False,1,44,False,0,40,False,1,71,True,0,29,True,1,101,True,1,30,True,0,33,False,0,69,False,1,59,False,0,9,False,1,54,True,1,31,True,0,75,True,1,32,True,0,23,False,1,6,False,0,46,True,1,4,True,0,72
1116294758,False,3023,False,0,41,False,1,2,False,0,53,False,1,44,True,0,57,True,1,7,True,1,105,True,0,66,False,0,1,False,1,93,False,0,47,False,1,75,True,1,97,True,0,9,True,1,98,True,0,42,False,1,29,False,0,30,True,1,18,True,0,106
1116311288,True,1961,False,0,75,False,1,43,False,0,29,False,1,41,True,0,96,True,1,91,True,1,19,True,0,83,False,0,68,False,1,63,False,0,84,False,1,15,True,1,7,True,0,30,True,1,39,True,0,11,False,1,54,False,0,47,True,1,65,True,0,67
1116303870,False,2275,False,0,47,False,1,41,False,0,75,False,1,29,True,0,7,True,1,87,True,1,30,True,0,103,False,0,78,False,1,15,False,0,43,False,1,22,True,1,74,True,0,83,True,1,80,True,0,4,False,1,45,False,0,57,True,1,81,True,0,36
1116320300,False,1210,False,0,106,False,1,29,False,0,94,False,1,82,True,0,20,True,1,30,True,1,85,True,0,96,False,0,78,False,1,68,False,0,89,False,1,2,True,1,36,True,0,75,True,1,57,True,0,43,False,1,35,False,0,93,True,1,28,True,0,6
1116278279,False,3715,False,1,69,False,0,29,False,1,78,False,0,43,True,1,5,True,0,83,True,0,30,True,1,88,False,1,28,False,0,47,False,1,41,False,0,44,True,0,39,True,1,75,True,0,4,True,1,18,False,0,42,False,1,89,True,0,99,True,1,85
1116308762,True,2276,False,0,29,False,1,15,False,0,7,False,1,32,True,0,30,True,1,18,True,1,33,True,0,87,False,0,31,False,1,41,False,0,43,False,1,5,True,1,82,True,0,96,True,1,28,True,0,42,False,1,71,False,0,17,True,1,36,True,0,16
1116309024,False,2123,False,1,2,False,0,75,False,1,41,False,0,29,True,1,20,True,0,33,True,0,84,True,1,86,False,1,7,False,0,69,False,1,74,False,0,47,True,0,34,True,1,96,True,0,18,True,1,42,False,0,13,False,1,97,True,0,63,True,1,4
1116304088,False,2391,False,0,106,False,1,29,False,0,78,False,1,75,True,0,26,True,1,68,True,1,98,True,0,25,False,0,88,False,1,103,False,0,45,False,1,41,True,1,87,True,0,18,True,1,13,True,0,69,False,1,17,False,0,1,True,1,48,True,0,10
1116313583,True,1860,False,0,41,False,1,84,False,0,75,False,1,29,True,0,96,True,1,43,True,1,103,True,0,8,False,0,47,False,1,46,False,0,30,False,1,78,True,1,9,True,0,20,True,1,44,True,0,85,False,1,15,False,0,3,True,1,50,True,0,4
1116309075,False,2298,False,1,78,False,0,41,False,1,29,False,0,47,True,1,101,True,0,30,True,0,68,True,1,7,False,1,13,False,0,93,False,1,89,False,0,44,True,0,75,True,1,8,True,0,62,True,1,96,False,0,22,False,1,109,True,0,42,True,1,43
1116271728,False,4509,False,1,41,False,0,78,False,1,43,False,0,29,True,1,30,True,0,68,True,0,75,True,1,7,False,1,4,False,0,67,False,1,93,False,0,44,True,0,42,True,1,74,True,0,88,True,1,85,False,0,1,False,1,15,True,0,34,True,1,81
1116313559,True,2197,False,0,54,False,1,70,False,0,75,False,1,22,True,0,68,True,1,105,True,1,71,True,0,36,False,0,93,False,1,30,False,0,63,False,1,14,True,1,4,True,0,44,True,1,37,True,0,84,False,1,19,False,0,18,True,1,32,True,0,17
1116306189,True,2239,False,0,43,False,1,47,False,0,41,False,1,75,True,0,29,True,1,69,True,1,64,True,0,7,False,0,30,False,1,94,False,0,44,False,1,78,True,1,67,True,0,20,True,1,87,True,0,8,False,1,74,False,0,15,True,1,97,True,0,17
1116303196,False,2553,False,1,70,False,0,41,False,1,43,False,0,75,True,1,40,True,0,33,True,0,27,True,1,30,False,1,98,False,0,29,False,1,93,False,0,14,True,0,49,True,1,2,True,0,42,True,1,18,False,0,44,False,1,35,True,0,15,True,1,74
1116310121,False,2306,False,1,41,False,0,4,False,1,82,False,0,28,False,1,93,False,0,95,True,1,37,True,0,32,True,0,111,True,1,62,True,1,67,True,0,99,True,0,42,True,1,30,True,1,50,True,0,18
1116314612,True,1840,False,0,69,False,1,75,False,0,101,False,1,29,True,0,43,True,1,30,True,1,33,True,0,86,False,0,72,False,1,47,False,0,41,False,1,15,True,1,13,True,0,50,True,1,18,True,0,1,False,1,99,False,0,96,True,1,8,True,0,85
1116312191,False,2011,False,1,43,False,0,75,False,1,53,False,0,13,True,1,20,True,0,29,True,0,30,True,1,98,False,1,97,False,0,50,False,1,2,False,0,95,True,0,41,True,1,7,True,0,44,True,1,102,False,0,87,False,1,47,True,0,69,True,1,63
1116301887,False,2578,False,0,41,False,1,29,False,0,57,False,1,91,True,0,84,True,1,16,True,1,93,True,0,51,False,0,22,False,1,101,False,0,9,False,1,74,True,1,96,True,0,13,True,1,64,True,0,67,False,1,37,False,0,43,True,1,6,True,0,42
1116300024,False,3000,False,0,43,False,1,102,False,0,56,False,1,41,True,0,84,True,1,2,True,1,5,True,0,20,False,0,8,False,1,35,False,0,106,False,1,44,True,1,29,True,0,47,True,1,75,True,0,21,False,1,33,False,0,78,True,1,93,True,0,11
1116294730,False,3525,False,1,69,False,0,63,False,1,102,False,0,36,False,1,43,False,0,83,True,1,68,True,0,46,True,0,6,True,1,67,True,1,106,True,0,25,True,0,42,True,1,26,True,1,13,True,0,59
1116298803,True,2796,False,0,41,False,1,44,False,0,33,False,1,23,True,0,30,True,1,90,True,1,28,True,0,55,False,0,99,False,1,87,False,0,2,False,1,97,True,1,64,True,0,14,True,1,102,True,0,6,False,1,96,False,0,75,True,1,35,True,0,59
1116312065,True,2153,False,0,44,False,1,32,False,0,47,False,1,22,True,0,11,True,1,30,True,1,42,True,0,1,False,0,14,False,1,29,False,0,80,False,1,2,True,1,96,True,0,26,True,1,15,True,0,48,False,1,18,False,0,46,True,1,21,True,0,64
1116307657,True,2461,False,1,43,False,0,4,False,1,75,False,0,69,True,1,29,True,0,42,True,0,41,True,1,101,False,1,64,False,0,78,False,1,40,False,0,44,True,0,103,True,1,20,True,0,9,True,1,74,False,0,105,False,1,47,True,0,14,True,1,8
1116288919,False,3515,False,0,41,False,1,75,False,0,29,False,1,43,True,0,69,True,1,57,True,1,33,True,0,93,False,0,4,False,1,35,False,0,47,False,1,89,True,1,96,True,0,31,True,1,8,True,0,86,False,1,15,False,0,59,True,1,76,True,0,10
1116297793,False,3114,False,1,44,False,0,77,False,1,30,False,0,41,True,1,75,True,0,101,True,0,87,True,1,47,False,1,4,False,0,46,False,1,8,False,0,57,True,0,14,True,1,27,True,0,104,True,1,29,False,0,93,False,1,18,True,0,2,True,1,42
1116310559,False,2191,False,0,41,False,1,75,False,0,47,False,1,29,True,0,74,True,1,103,True,1,2,True,0,27,False,0,9,False,1,83,False,0,43,False,1,42,True,1,87,True,0,57,True,1,14,True,0,62,False,1,78,False,0,93,True,1,8,True,0,94
1116305802,True,2438,False,1,29,False,0,41,False,1,44,False,0,68,True,1,84,True,0,89,True,0,33,True,1,75,False,1,54,False,0,86,False,1,8,False,0,102,True,0,5,True,1,96,True,0,18,True,1,93,False,0,43,False,1,59,True,0,9,True,1,47
1116300062,False,3151,False,1,41,False,0,4,False,1,37,False,0,32,True,1,29,True,0,36,True,0,11,True,1,30,False,1,1,False,0,7,False,1,74,False,0,44,True,0,22,True,1,17,True,0,86,True,1,57,False,0,31,False,1,42,True,0,104,True,1,67
1116310980,True,2166,False,0,43,False,1,41,False,0,47,False,1,77,True,0,20,True,1,5,True,1,84,True,0,99,False,0,15,False,1,44,False,0,29,False,1,67,True,1,69,True,0,86,True,1,42,True,0,95,False,1,1,False,0,46,True,1,39,True,0,19
1116320461,True,1651,False,1,105,False,0,8,False,1,41,False,0,44,True,1,50,True,0,98,True,0,86,True,1,3,False,1,54,False,0,109,False,1,69,False,0,73,True,0,87,True,1,18,True,0,15,True,1,96,False,0,9,False,1,75,True,0,67,True,1,72
1116298498,False,2815,False,1,29,False,0,78,False,1,15,False,0,41,True,1,96,True,0,33,True,0,64,True,1,31,False,1,43,False,0,94,False,1,77,True,0,95,True,1,98,True,0,74,True,1,8,False,0,75,False,1,73,True,0,51,True,1,65
1116313387,False,2252,False,0,75,False,1,41,False,0,67,False,1,29,True,0,7,True,1,43,True,1,30,True,0,68,False,0,94,False,1,99,False,0,1,False,1,17,True,1,16,True,0,42,True,1,51,True,0,85,False,1,46,False,0,89,True,1,95,True,0,76
1116293682,False,3539,False,1,41,False,0,93,False,1,8,False,0,95,True,1,16,True,0,3,True,0,50,True,1,22,False,1,18,False,0,43,False,1,69,False,0,99,True,0,71,True,1,2,True,0,35,True,1,86,False,0,44,False,1,62,True,0,14,True,1,17
1116311287,False,2591,False,1,41,False,0,75,False,1,82,False,0,4,True,1,69,True,0,44,True,0,31,True,1,30,False,1,14,False,0,32,False,1,17,False,0,93,True,0,9,True,1,2,True,0,29,True,1,95,False,0,88,False,1,3,True,0,80,True,1,36
1116304136,True,2834,False,0,44,False,1,41,False,0,29,False,1,109,True,0,9,True,1,62,True,1,20,True,0,3,False,0,54,False,1,70,False,0,46,False,1,67,True,1,30,True,0,73,True,1,8,True,0,106,False,1,26,False,0,47,True,1,36,True,0,65
1116310339,False,2219,False,0,75,False,1,41,False,0,29,False,1,101,True,0,43,True,1,30,True,1,50,True,0,2,False,0,47,False,1,64,False,0,15,False,1,68,True,1,36,True,0,84,True,1,74,True,0,20,False,1,69,False,0,96,True,1,85,True,0,56
1116302190,True,2950,False,1,92,False,0,75,False,1,50,False,0,33,True,1,52,True,0,29,True,0,30,True,1,37,False,1,109,False,0,41,False,1,86,False,0,44,True,0,27,True,1,43,True,0,104,True,1,11,False,0,53,False,1,99,True,0,46,True,1,2
1116289123,False,3540,False,1,69,False,0,43,False,1,41,False,0,93,True,1,27,True,0,101,True,0,29,True,1,50,False,1,84,False,0,99,False,1,67,False,0,44,True,0,30,True,1,74,True,0,15,True,1,8,False,0,63,False,1,54,True,0,100,True,1,102
1116307559,False,2937,False,0,41,False,1,30,False,0,32,False,1,75,True,0,74,True,1,26,True,1,22,True,0,27,False,0,29,False,1,70,False,0,44,False,1,59,True,1,4,True,0,1,True,1,8,True,0,6,False,1,97,False,0,14,True,1,2,True,0,96
